CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-0221,Male,0,Yes,Yes,36.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,35.04,1195.59,No
CUS-0222,Male,0,Yes,No,38.0,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,82.8,2961.71,No
CUS-0223,Female,0,No,Yes,25.0,Yes,Fiber optic,No,Yes,One year,Yes,Electronic check,86.97,2378.55,Yes
CUS-0224,Female,0,Yes,Yes,18.0,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,27.79,452.7,No
CUS-0225,Female,0,Yes,No,66.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,90.23,6295.56,No
CUS-0226,Female,0,Yes,No,54.0,No,Fiber optic,No,No,One year,No,Bank transfer,98.58,5133.14,Yes
CUS-0227,Female,1,No,Yes,35.0,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,97.49,3096.52,Yes
CUS-0228,Female,0,Yes,Yes,61.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,82.69,5465.58,Yes
CUS-0229,Female,0,Yes,Yes,41.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,23.46,892.54,Yes
CUS-0230,Male,1,No,Yes,33.0,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,27.15,905.23,No
CUS-0231,Female,1,No,Yes,68.0,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,25.81,1675.77,No
CUS-0232,Male,1,Yes,Yes,33.0,Yes,DSL,Yes,No,Month-to-month,No,Mailed check,32.3,973.21,No
CUS-0233,Male,0,Yes,No,14.0,No,Fiber optic,No,No,One year,No,Electronic check,98.06,1249.26,No
CUS-0234,Female,0,Yes,No,21.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,39.25,760.87,No
CUS-0235,Female,0,Yes,No,48.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,93.07,4084.39,Yes
CUS-0236,Male,0,Yes,No,20.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,96.76,2036.05,Yes
CUS-0237,Male,0,No,Yes,8.0,No,DSL,No,Yes,Two year,No,Credit card,30.5,243.3,Yes
CUS-0238,Female,0,No,No,7.0,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,84.17,570.68,No
CUS-0239,Female,0,Yes,No,67.0,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,30.49,2009.48,No
CUS-0240,Male,0,Yes,No,17.0,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,91.1,1681.56,Yes
CUS-0241,Female,0,No,No,33.0,Yes,Fiber optic,No,No,One year,No,Credit card,94.85,3387.18,Yes
CUS-0242,Female,0,Yes,No,48.0,Yes,DSL,No,No,Two year,Yes,Electronic check,24.4,1221.72,No
CUS-0243,Female,0,Yes,No,59.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card,27.37,1739.07,No
CUS-0244,Male,0,Yes,Yes,22.0,Yes,No,No internet service,No internet service,One year,No,Mailed check,27.28,578.51,No
CUS-0245,Male,0,Yes,No,30.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,,2904.94,No
CUS-0246,Male,1,Yes,No,38.0,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,88.88,3454.25,No
CUS-0247,Female,0,No,No,51.0,Yes,DSL,No,No,Two year,Yes,Bank transfer,35.1,1834.36,No
CUS-0248,Female,0,Yes,No,54.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,95.02,5112.3,No
CUS-0249,Male,0,Yes,Yes,8.0,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,25.31,198.46,No
CUS-0250,Male,0,Yes,No,27.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,91.44,2708.94,Yes
CUS-0251,Male,0,No,No,27.0,Yes,DSL,No,Yes,One year,Yes,Mailed check,37.89,1088.73,No
CUS-0252,Female,0,No,No,21.0,Yes,Fiber optic,Yes,No,One year,No,Credit card,89.5,1855.06,No
CUS-0253,Male,0,No,No,30.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,98.9,3101.88,Yes
CUS-0254,Male,0,No,Yes,28.0,No,Fiber optic,No,No,Two year,No,Electronic check,84.29,2251.35,No
CUS-0255,Female,1,Yes,No,64.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.48,1264.79,No
CUS-0256,Female,0,No,No,69.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,97.83,6551.04,No
CUS-0257,Female,0,Yes,No,61.0,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,36.95,2210.21,No
CUS-0258,Male,1,Yes,No,48.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,99.85,4329.37,No
CUS-0259,Female,1,No,No,19.0,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,33.59,678.39,No
CUS-0260,Female,0,No,No,4.0,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,,150.56,Yes
CUS-0261,Male,0,No,Yes,,Yes,DSL,No,Yes,Two year,Yes,Credit card,36.54,1299.47,No
CUS-0262,Female,0,No,No,64.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,36.89,2159.79,Yes
CUS-0263,Male,0,No,No,49.0,Yes,Fiber optic,Yes,No,Two year,Yes,Credit card,91.38,4186.57,No
CUS-0264,Male,0,Yes,No,17.0,Yes,Fiber optic,Yes,Yes,Two year,Yes,Credit card,87.65,1606.18,No
CUS-0265,Female,0,No,No,44.0,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,38.69,1739.37,No
CUS-0266,Female,0,No,No,30.0,Yes,DSL,No,No,One year,No,Bank transfer,28.64,936.58,No
CUS-0267,Female,1,No,Yes,,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,90.78,4592.42,Yes
CUS-0268,Female,1,Yes,No,6.0,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,88.92,519.85,Yes
CUS-0269,Female,0,No,Yes,,Yes,DSL,No,No,One year,Yes,Bank transfer,31.3,1111.5,No
CUS-0270,Female,0,Yes,No,24.0,Yes,Fiber optic,Yes,No,Two year,No,Credit card,89.41,2299.63,No
CUS-0271,Male,0,No,Yes,46.0,Yes,DSL,No,No,Month-to-month,No,Electronic check,20.96,1060.31,Yes
CUS-0272,Male,0,No,No,53.0,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,37.64,2046.64,No
CUS-0273,Female,0,Yes,No,60.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,88.89,5648.22,No
CUS-0274,Male,0,No,Yes,63.0,Yes,DSL,Yes,No,Month-to-month,No,Credit card,31.78,2114.96,No
CUS-0275,Female,0,Yes,No,32.0,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,22.78,707.87,No
CUS-0276,Male,0,Yes,No,33.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,20.07,672.15,Yes
CUS-0277,Male,0,Yes,Yes,67.0,Yes,DSL,No,No,One year,Yes,Mailed check,24.91,1780.14,No
CUS-0278,Male,0,No,No,18.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card,34.09,636.71,No
CUS-0279,Female,0,No,No,25.0,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Electronic check,81.98,1853.23,No
CUS-0280,Male,0,No,No,54.0,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,98.18,5128.57,No
CUS-0281,Female,1,Yes,Yes,58.0,No,Fiber optic,No,No,Two year,No,Electronic check,84.3,4541.74,Yes
CUS-0282,Male,0,No,Yes,67.0,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,24.09,1527.83,Yes
CUS-0283,Male,0,Yes,Yes,46.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,23.63,1175.13,No
CUS-0284,Male,0,No,Yes,24.0,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,80.28,1748.26,No
CUS-0285,Male,0,Yes,Yes,32.0,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.44,1070.53,No
CUS-0286,Male,0,Yes,No,47.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,37.5,1695.37,No
CUS-0287,Female,0,Yes,No,23.0,Yes,DSL,Yes,No,One year,No,Electronic check,32.28,759.8,No
CUS-0288,Female,0,No,No,,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,83.76,5565.86,No
CUS-0289,Male,0,Yes,No,27.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,25.71,655.06,Yes
CUS-0290,Male,1,Yes,Yes,2.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,89.52,167.02,No
CUS-0291,Male,0,Yes,Yes,17.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,,,No
CUS-0292,Male,0,Yes,No,33.0,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,,823.77,No
CUS-0293,Female,1,Yes,Yes,9.0,Yes,No,No internet service,No internet service,Two year,No,Electronic check,34.63,297.41,No
CUS-0294,Male,0,Yes,No,43.0,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,88.79,4159.76,No
CUS-0295,Female,1,No,No,48.0,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,25.96,1237.07,Yes
CUS-0296,Male,0,No,No,39.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,89.12,3168.98,No
CUS-0297,Female,0,Yes,No,42.0,Yes,Fiber optic,No,No,Two year,Yes,Credit card,81.42,3576.44,No
CUS-0298,Male,0,No,No,26.0,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,35.97,903.21,Yes
CUS-0299,Male,0,No,No,50.0,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,24.87,1281.67,No
CUS-0300,Female,0,Yes,No,25.0,Yes,DSL,No,No,Two year,No,Electronic check,34.51,824.72,No
CUS-0301,Male,0,Yes,No,24.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,81.37,1980.51,Yes
CUS-0302,Male,0,Yes,No,13.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,99.1,1358.42,No
CUS-0303,Male,0,No,No,60.0,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,23.86,1554.15,Yes
CUS-0304,Female,0,Yes,No,7.0,Yes,DSL,No,No,Month-to-month,No,Mailed check,37.65,250.96,No
CUS-0305,Male,1,No,No,57.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.19,1994.7,Yes
CUS-0306,Male,1,Yes,No,36.0,Yes,Fiber optic,Yes,Yes,One year,No,Bank transfer,99.36,3551.4,No
CUS-0307,Female,1,No,No,45.0,Yes,DSL,No,No,Month-to-month,No,Credit card,29.56,1443.85,Yes
CUS-0308,Female,0,Yes,Yes,20.0,Yes,Fiber optic,Yes,No,One year,No,Bank transfer,94.55,2042.8,Yes
CUS-0309,Female,0,Yes,No,65.0,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,27.41,1635.51,Yes
CUS-0310,Male,0,No,No,8.0,Yes,DSL,No,No,Month-to-month,No,Mailed check,23.69,175.57,No
CUS-0311,Male,0,No,No,16.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,28.86,,No
CUS-0312,Male,0,No,Yes,14.0,Yes,Fiber optic,No,No,Two year,No,Electronic check,83.31,1074.58,No
CUS-0313,Female,0,No,No,15.0,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,,1448.44,Yes
CUS-0314,Male,0,No,No,66.0,Yes,No,No internet service,No internet service,One year,No,Bank transfer,21.92,1344.98,No
CUS-0315,Male,0,No,No,32.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,91.78,3016.87,Yes
CUS-0316,Female,0,Yes,No,63.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,32.53,2233.63,No
CUS-0317,Female,0,No,No,51.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,90.76,5088.61,Yes
CUS-0318,Female,0,Yes,No,25.0,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,33.24,810.27,No
CUS-0319,Female,1,Yes,No,58.0,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,22.32,1320.2,No
CUS-0320,Female,0,No,Yes,63.0,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,31.1,2098.91,No
CUS-0321,Male,0,Yes,No,62.0,Yes,DSL,Yes,Yes,One year,No,Credit card,25.74,1473.78,No
CUS-0322,Female,0,No,Yes,22.0,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,38.8,885.96,No
CUS-0323,Male,0,No,No,58.0,Yes,Fiber optic,No,No,One year,Yes,Electronic check,95.24,5423.21,Yes
CUS-0324,Male,0,Yes,Yes,58.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,,5429.1,Yes
CUS-0325,Female,0,Yes,Yes,49.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,80.75,3879.79,Yes
CUS-0326,Female,0,No,Yes,52.0,Yes,Fiber optic,Yes,No,One year,Yes,Credit card,,4078.46,No
CUS-0327,Female,0,No,Yes,42.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,83.91,3661.95,No
CUS-0328,Male,0,Yes,No,70.0,Yes,DSL,No,No,Month-to-month,No,Credit card,20.22,1345.41,No
CUS-0329,Female,0,Yes,No,15.0,Yes,DSL,Yes,No,One year,Yes,Mailed check,24.85,358.69,No
CUS-0330,Female,1,Yes,No,54.0,Yes,DSL,No,No,Two year,Yes,Mailed check,33.58,1675.9,No
CUS-0331,Female,0,Yes,Yes,60.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,84.62,5447.49,No
CUS-0332,Female,0,No,Yes,8.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Mailed check,30.18,241.12,Yes
CUS-0333,Female,1,No,Yes,53.0,Yes,Fiber optic,No,No,Two year,Yes,Credit card,97.76,5256.04,Yes
CUS-0334,Male,0,No,Yes,60.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,93.88,5711.02,No
CUS-0335,Male,0,No,No,5.0,Yes,DSL,No,No,One year,No,Mailed check,27.89,136.95,No
CUS-0336,Male,0,Yes,Yes,68.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,87.45,5580.92,No
CUS-0337,Female,0,Yes,No,6.0,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,29.11,183.22,No
CUS-0338,Female,1,No,Yes,47.0,Yes,DSL,No,No,One year,Yes,Electronic check,23.54,1023.86,No
CUS-0339,Female,0,No,Yes,55.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,92.68,4693.56,Yes
CUS-0340,Male,1,No,No,40.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,87.28,3637.93,Yes
CUS-0341,Female,0,No,No,52.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,97.05,4752.72,Yes
CUS-0342,Female,0,No,Yes,16.0,Yes,Fiber optic,No,Yes,Two year,No,Bank transfer,95.13,1463.26,No
CUS-0343,Female,0,No,Yes,13.0,No,Fiber optic,Yes,No,One year,Yes,Electronic check,92.21,1192.79,No
CUS-0344,Male,0,No,No,30.0,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,87.28,2591.88,No
CUS-0345,Female,0,No,Yes,19.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,24.2,,Yes
CUS-0346,Male,1,No,Yes,17.0,Yes,Fiber optic,No,No,One year,Yes,Bank transfer,95.52,1663.93,No
CUS-0347,Female,0,Yes,No,63.0,Yes,Fiber optic,No,No,Two year,Yes,Bank transfer,89.73,5816.24,No
CUS-0348,Male,1,No,No,19.0,Yes,DSL,No,No,One year,Yes,Electronic check,24.5,485.43,Yes
CUS-0349,Male,0,Yes,No,58.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,83.9,4664.36,No
CUS-0350,Male,1,Yes,No,55.0,Yes,No,No internet service,No internet service,One year,Yes,Credit card,23.31,1236.49,No
CUS-0351,Female,0,No,No,62.0,Yes,Fiber optic,Yes,No,One year,No,Mailed check,95.54,5850.03,Yes
CUS-0352,Female,0,No,No,23.0,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,84.58,1870.43,Yes
CUS-0353,Male,1,Yes,No,9.0,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,30.53,301.42,No
CUS-0354,Male,0,Yes,No,12.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,89.03,1135.46,Yes
CUS-0355,Female,0,No,Yes,1.0,No,Fiber optic,No,Yes,One year,No,Mailed check,91.59,85.45,Yes
CUS-0356,Female,0,Yes,No,58.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,37.54,1962.02,No
CUS-0357,Male,0,No,No,1.0,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,37.35,33.93,No
CUS-0358,Female,1,No,No,34.0,Yes,Fiber optic,No,Yes,Two year,Yes,Bank transfer,89.02,2871.75,No
CUS-0359,Female,0,No,No,48.0,No,Fiber optic,Yes,No,Two year,Yes,Bank transfer,80.31,3557.51,No
CUS-0360,Female,0,Yes,No,1.0,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,88.53,89.12,Yes
CUS-0361,Female,0,Yes,Yes,16.0,Yes,No,No internet service,No internet service,Two year,No,Electronic check,32.12,550.72,No
CUS-0362,Male,0,No,No,61.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,91.16,5824.06,Yes
CUS-0363,Female,0,Yes,Yes,64.0,Yes,DSL,Yes,No,One year,Yes,Mailed check,33.03,1993.68,No
CUS-0364,Female,0,Yes,No,63.0,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,23.08,1424.76,No
CUS-0365,Male,0,Yes,Yes,69.0,Yes,Fiber optic,No,No,Two year,Yes,Mailed check,92.93,6422.29,No
CUS-0366,Male,0,Yes,No,22.0,No,DSL,No,Yes,Month-to-month,Yes,Credit card,23.65,552.58,Yes
CUS-0367,Female,0,Yes,Yes,67.0,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,95.01,6797.42,No
CUS-0368,Female,0,Yes,No,26.0,Yes,Fiber optic,No,No,One year,No,Bank transfer,86.78,2441.17,Yes
CUS-0369,Female,0,Yes,No,16.0,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer,,,No
CUS-0370,Female,0,No,Yes,51.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,20.96,1110.49,Yes
CUS-0371,Male,0,Yes,No,57.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,28.16,1480.5,No
CUS-0372,Male,0,Yes,No,29.0,Yes,Fiber optic,Yes,No,One year,No,Mailed check,94.1,,Yes
CUS-0373,Male,0,Yes,Yes,69.0,Yes,DSL,No,Yes,Month-to-month,No,Bank transfer,24.54,1608.15,No
CUS-0374,Female,0,Yes,No,47.0,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,35.91,1664.72,No
CUS-0375,Female,0,Yes,Yes,62.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,92.62,5896.4,Yes
CUS-0376,Female,0,Yes,No,69.0,Yes,DSL,No,Yes,One year,Yes,Bank transfer,31.75,2084.27,No
CUS-0377,Female,0,Yes,No,16.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,87.07,1268.35,Yes
CUS-0378,Male,0,Yes,No,48.0,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,29.65,1283.79,No
CUS-0379,Male,0,No,No,39.0,No,DSL,No,No,One year,Yes,Mailed check,31.95,1126.97,No
CUS-0380,Female,0,Yes,Yes,33.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,29.45,876.29,No
CUS-0381,Male,1,Yes,Yes,23.0,No,DSL,No,No,Month-to-month,Yes,Electronic check,33.97,720.42,No
CUS-0382,Female,0,Yes,No,10.0,Yes,DSL,Yes,No,Month-to-month,No,Credit card,28.67,271.76,No
CUS-0383,Female,0,Yes,No,69.0,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,24.05,1566.93,No
CUS-0384,Male,0,No,No,34.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,84.28,3144.51,No
CUS-0385,Female,0,No,No,52.0,Yes,DSL,No,No,One year,Yes,Bank transfer,20.12,1005.65,No
CUS-0386,Female,0,No,No,10.0,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,26.02,240.81,No
CUS-0387,Male,1,No,No,19.0,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,34.98,,No
CUS-0388,Female,0,No,No,58.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.88,2230.02,No
CUS-0389,Female,0,No,No,1.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,84.05,87.04,No
CUS-0390,Male,0,No,No,69.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.18,2593.16,No
CUS-0391,Female,0,No,Yes,4.0,Yes,Fiber optic,No,Yes,Two year,No,Mailed check,90.05,364.64,Yes
CUS-0392,Male,0,No,No,16.0,Yes,DSL,No,Yes,Two year,No,Electronic check,38.34,639.8,No
CUS-0393,Female,0,No,No,24.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.14,856.74,Yes
CUS-0394,Male,0,No,No,2.0,Yes,Fiber optic,Yes,Yes,One year,No,Credit card,94.45,195.19,Yes
CUS-0395,Male,0,No,Yes,32.0,Yes,Fiber optic,No,No,Two year,No,Bank transfer,81.7,2808.29,Yes
CUS-0396,Male,0,No,No,24.0,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,24.4,628.95,No
CUS-0397,Female,0,No,No,12.0,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,20.18,245.98,Yes
CUS-0398,Male,0,No,No,50.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,34.32,1691.93,No
CUS-0399,Male,0,No,Yes,35.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,86.89,3127.26,Yes
CUS-0400,Male,0,Yes,Yes,33.0,Yes,DSL,Yes,No,Two year,Yes,Bank transfer,35.73,1254.13,No
CUS-0401,Male,0,No,No,33.0,Yes,DSL,No,Yes,One year,Yes,Credit card,26.78,796.36,No
CUS-0402,Male,0,Yes,No,61.0,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,36.39,2438.22,No
CUS-0403,Female,0,No,No,51.0,No,DSL,No,No,Month-to-month,Yes,Credit card,22.61,1079.98,No
CUS-0404,Female,0,No,No,43.0,Yes,Fiber optic,No,Yes,One year,No,Credit card,83.47,3567.85,No
CUS-0405,Female,0,Yes,Yes,12.0,Yes,DSL,No,No,Two year,No,Electronic check,26.82,345.79,No
CUS-0406,Female,0,No,No,67.0,Yes,Fiber optic,No,Yes,One year,No,Bank transfer,88.17,5582.53,No
CUS-0407,Female,0,Yes,Yes,65.0,Yes,Fiber optic,Yes,No,One year,No,Mailed check,86.97,5626.81,No
CUS-0408,Female,0,Yes,No,33.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,95.27,2912.88,No
CUS-0409,Female,0,Yes,No,40.0,Yes,DSL,No,No,Two year,Yes,Electronic check,21.94,859.18,No
CUS-0410,Male,0,No,No,43.0,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,27.02,1086.84,No
CUS-0411,Female,1,No,No,44.0,No,DSL,No,No,Month-to-month,Yes,Mailed check,36.74,1572.47,Yes
CUS-0412,Male,0,No,No,29.0,Yes,Fiber optic,No,Yes,One year,No,Bank transfer,81.34,2299.16,No
CUS-0413,Male,0,Yes,No,13.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.85,554.87,No
CUS-0414,Female,0,Yes,Yes,12.0,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,99.73,1315.19,No
CUS-0415,Male,1,No,No,46.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,81.77,3471.63,Yes
CUS-0416,Male,0,No,No,2.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,85.83,179.42,Yes
CUS-0417,Male,0,No,Yes,35.0,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,87.45,2786.35,Yes
CUS-0418,Male,0,No,No,8.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.53,257.53,Yes
CUS-0419,Female,0,No,No,26.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,31.92,764.41,Yes
CUS-0420,Female,0,Yes,No,34.0,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,32.89,1222.37,No
CUS-0421,Female,1,Yes,No,7.0,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,95.15,724.78,Yes
CUS-0422,Female,0,Yes,No,68.0,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,22.36,1427.4,No
CUS-0423,Female,0,No,Yes,58.0,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,36.66,1982.4,No
CUS-0424,Female,0,Yes,Yes,29.0,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,94.11,2587.56,No
CUS-0425,Female,0,Yes,No,,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,91.55,3306.05,Yes
CUS-0426,Female,0,Yes,No,21.0,Yes,DSL,No,Yes,Two year,No,Mailed check,37.79,804.65,No
CUS-0427,Female,0,Yes,Yes,36.0,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,34.01,1156.19,No
CUS-0428,Female,0,Yes,No,10.0,Yes,DSL,No,No,Two year,No,Credit card,24.03,,No
CUS-0429,Male,0,No,No,24.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Mailed check,88.59,2045.18,Yes
CUS-0430,Female,0,Yes,No,64.0,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,29.88,2073.77,Yes
CUS-0431,Male,0,No,Yes,49.0,No,DSL,No,No,One year,No,Credit card,21.1,,No
CUS-0432,Male,1,No,No,36.0,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,99.09,3521.83,No
CUS-0433,Male,0,No,No,24.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.57,573.09,No
CUS-0434,Male,1,No,No,23.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,33.95,830.5,No
CUS-0435,Female,0,No,No,62.0,No,Fiber optic,Yes,Yes,Two year,No,Bank transfer,90.12,5353.31,No
CUS-0436,Male,0,Yes,No,37.0,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,20.51,734.54,No
CUS-0437,Female,0,Yes,No,12.0,No,DSL,No,No,Two year,Yes,Electronic check,38.49,502.15,Yes
CUS-0438,Female,0,No,Yes,55.0,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,97.04,4979.33,Yes
CUS-0439,Male,0,No,No,13.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,90.49,1068.65,Yes
CUS-0440,Female,0,No,No,23.0,Yes,DSL,Yes,Yes,One year,No,Electronic check,24.58,560.15,No
CUS-0441,Male,0,Yes,No,,Yes,DSL,No,No,One year,No,Bank transfer,22.43,713.44,Yes
CUS-0442,Male,0,No,Yes,17.0,Yes,DSL,No,No,Two year,Yes,Mailed check,27.27,488.78,No
